vendor,family,source,dof,link_count,fidelity_class,scale_class,mesh_bytes_total,aabb_x_m,aabb_y_m,aabb_z_m,joint_range_total_rad,joint_range_total_m,license,dedup_group_size,path
nasa,r2_description,robot-assets,32,64,high,fullsize,37051168,0.416,2.1593,2.1785,124.61098000000001,0.0,varies by upstream repo (see README.md),2,robot-assets/urdfs/robots/r2_description/robots/r2c1_dynamics.urdf
nasa,r2_description,robot-assets,32,64,high,fullsize,37051168,0.416,2.1593,2.1785,124.61098000000001,0.0,varies by upstream repo (see README.md),2,robot-assets/urdfs/robots/r2_description/robots/r2c6_dynamics.urdf
nasa,r2_description,robot-assets,32,65,high,fullsize,37051168,0.416,2.1593,2.1785,124.61098000000001,0.0,varies by upstream repo (see README.md),2,robot-assets/urdfs/robots/r2_description/robots/r2c_sim_full_dynamics.urdf.urdf
nasa,r2_description,robot-assets,42,74,high,fullsize,10991062,0.5104,2.2895,0.874,249.34199999999998,0.0,varies by upstream repo (see README.md),2,robot-assets/urdfs/robots/r2_description/robots/r2c5_control.urdf
nasa,r2_description,robot-assets,54,96,high,fullsize,13085503,0.5111,2.3982,1.5937,345.342,0.0,varies by upstream repo (see README.md),2,robot-assets/urdfs/robots/r2_description/robots/r2c5.urdf
nasa,r2_description,robot-assets,56,102,high,fullsize,39080105,0.5117,2.2945,2.2367,316.03098000000006,0.0,varies by upstream repo (see README.md),2,robot-assets/urdfs/robots/r2_description/robots/r2b_control.urdf
nasa,r2_description,robot-assets,56,102,high,fullsize,39080105,0.5104,2.2895,2.2367,316.03098000000006,0.0,varies by upstream repo (see README.md),2,robot-assets/urdfs/robots/r2_description/robots/r2c1_control.urdf
nasa,r2_description,robot-assets,56,105,high,fullsize,39080105,0.5104,2.2895,2.2605,316.03098000000006,0.0,varies by upstream repo (see README.md),2,robot-assets/urdfs/robots/r2_description/robots/r2c6_control.urdf
nasa,r2_description,robot-assets,56,105,high,fullsize,39080105,0.5104,2.2895,2.2605,316.03098000000006,0.0,varies by upstream repo (see README.md),2,robot-assets/urdfs/robots/r2_description/robots/r2c_sim_full_control.urdf.urdf
nasa,r2_description,robot-assets,74,128,high,fullsize,43666833,0.5117,2.4032,2.2367,417.13098000000025,0.0,varies by upstream repo (see README.md),2,robot-assets/urdfs/robots/r2_description/robots/r2b.urdf
nasa,r2_description,robot-assets,74,128,high,fullsize,43666833,0.5104,2.3982,2.2367,417.13098000000025,0.0,varies by upstream repo (see README.md),2,robot-assets/urdfs/robots/r2_description/robots/r2c1.urdf
nasa,r2_description,robot-assets,74,132,high,fullsize,43666833,0.5104,2.3982,2.2605,417.13098000000025,0.0,varies by upstream repo (see README.md),2,robot-assets/urdfs/robots/r2_description/robots/r2c6.urdf
nasa,r2_description,robot-assets,74,133,high,fullsize,43666833,0.5104,2.3982,2.2605,417.13098000000025,0.0,varies by upstream repo (see README.md),2,robot-assets/urdfs/robots/r2_description/robots/r2c6_valve.urdf
nasa,val_description,robot-assets,16,17,low,tabletop,298998,0.0254,0.4448,0.1578,30.202000000000005,0.0,varies by upstream repo (see README.md),3,robot-assets/urdfs/robots/val_description/model/robots/forearm_left.urdf
nasa,val_description,robot-assets,16,17,low,tabletop,298998,0.0254,0.4448,0.1578,30.202000000000005,0.0,varies by upstream repo (see README.md),3,robot-assets/urdfs/robots/val_description/model/robots/forearm_right.urdf
nasa,val_description,robot-assets,26,37,high,fullsize,5098204,0.2098,1.1598,1.7918,60.520595099999994,0.0,varies by upstream repo (see README.md),3,robot-assets/urdfs/robots/val_description/model/robots/valkyrie_A_arm_mass_sims.urdf
nasa,val_description,robot-assets,26,37,high,fullsize,5098204,0.2098,1.1598,1.7918,60.520595099999994,0.0,varies by upstream repo (see README.md),3,robot-assets/urdfs/robots/val_description/model/robots/valkyrie_B_arm_mass_sims.urdf
nasa,val_description,robot-assets,26,37,high,fullsize,5098204,0.2098,1.1598,1.7918,60.520595099999994,0.0,varies by upstream repo (see README.md),3,robot-assets/urdfs/robots/val_description/model/robots/valkyrie_C_arm_mass_sims.urdf
nasa,val_description,robot-assets,26,37,high,fullsize,5098204,0.2098,1.1598,1.7918,60.520595099999994,0.0,varies by upstream repo (see README.md),3,robot-assets/urdfs/robots/val_description/model/robots/valkyrie_D_arm_mass_sims.urdf
nasa,val_description,robot-assets,27,46,high,fullsize,5146900,0.1968,1.1598,1.8057,66.8037811,0.0,varies by upstream repo (see README.md),3,robot-assets/urdfs/robots/val_description/model/robots/valkyrie_sim_arm_mass_sims.urdf
nasa,val_description,robot-assets,58,69,medium,fullsize,2179695,0.2098,2.0493,1.7918,120.92459509999999,0.0,varies by upstream repo (see README.md),3,robot-assets/urdfs/robots/val_description/model/robots/valkyrie_A.urdf
nasa,val_description,robot-assets,58,69,medium,fullsize,2179695,0.2098,2.0493,1.7918,120.92459509999999,0.0,varies by upstream repo (see README.md),3,robot-assets/urdfs/robots/val_description/model/robots/valkyrie_B.urdf
nasa,val_description,robot-assets,58,69,medium,fullsize,2179695,0.2098,2.0493,1.7918,120.92459509999999,0.0,varies by upstream repo (see README.md),3,robot-assets/urdfs/robots/val_description/model/robots/valkyrie_C.urdf
nasa,val_description,robot-assets,58,69,medium,fullsize,2179695,0.2098,2.0493,1.7918,120.92459509999999,0.0,varies by upstream repo (see README.md),3,robot-assets/urdfs/robots/val_description/model/robots/valkyrie_D.urdf
nasa,val_description,robot-assets,59,78,medium,fullsize,2228391,0.1968,2.0493,1.8057,127.20778109999999,0.0,varies by upstream repo (see README.md),3,robot-assets/urdfs/robots/val_description/model/robots/valkyrie_sim.urdf
nasa,val_description,robot-assets,59,78,medium,fullsize,2265421,0.1968,2.0493,1.7979,127.20778109999999,0.0,varies by upstream repo (see README.md),3,robot-assets/urdfs/robots/val_description/model/robots/valkyrie_sim_angled_legj1s.urdf
nasa,val_description,robot-assets,59,78,medium,fullsize,2228391,0.1968,2.0493,1.8057,127.20778109999999,0.0,varies by upstream repo (see README.md),3,robot-assets/urdfs/robots/val_description/model/robots/valkyrie_sim_gazebo_sync.urdf
onrobot,onrobot,urdf_files_dataset,1,4,medium,compact,766552,0.0866,0.0295,0.1201,0.0,0.019,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/random/xacro_generated/juandpenan/onrobot_2fg7_description/urdf/onrobot_2fg7_upload.urdf
onrobot,onrobot,urdf_files_dataset,1,7,medium,compact,3500588,0.0,0.1135,0.164,1.343903,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/random/xacro_generated/osaka_university_onrobot/onrobot_rg2_visualization/urdf/onrobot_rg2_model.urdf
onrobot,onrobot,urdf_files_dataset,1,7,medium,compact,2000388,0.0,0.1429,0.2013,1.256638,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/random/xacro_generated/osaka_university_onrobot/onrobot_rg6_visualization/urdf/onrobot_rg6_model.urdf
open_robotics,turtlebot,urdf_files_dataset,2,7,high,compact,7722036,0.081,0.16,0.182,12.566372,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/turtlebot3_description/urdf/robotisTurtleBot3Burger.urdf
open_robotics,turtlebot,urdf_files_dataset,2,13,high,compact,19395960,0.246,0.288,0.132,12.566372,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/turtlebot3_description/urdf/robotisTurtleBot3Waffle.urdf
open_robotics,turtlebot,urdf_files_dataset,2,13,high,compact,13626560,0.246,0.288,0.132,12.566372,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/turtlebot3_description/urdf/robotisTurtleBot3WaffleForOpenManipulator.urdf
open_robotics,turtlebot,urdf_files_dataset,2,11,high,compact,10774636,0.253,0.288,0.132,12.566372,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/turtlebot3_description/urdf/robotisTurtleBot3WafflePi.urdf
open_robotics,turtlebot,urdf_files_dataset,2,11,high,compact,10774636,0.253,0.288,0.132,12.566372,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/turtlebot3_description/urdf/robotisTurtleBot3WafflePiForOpenManipulator.urdf
open_robotics,turtlebot,urdf_files_dataset,2,40,high,tabletop,7171500,0.28,0.28,0.4055,12.566372,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/matlab/turtlebot_description/robots/clearpathTurtleBot2.urdf
open_robotics,turtlebot,urdf_files_dataset,2,7,medium,compact,4555536,0.081,0.16,0.182,12.566372,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/oems/xacro_generated/turtlebot3_robotis/turtlebot3_description/urdf/turtlebot3_burger.urdf
open_robotics,turtlebot,urdf_files_dataset,2,10,medium,compact,4555536,0.1255,0.16,0.182,12.566372,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/oems/xacro_generated/turtlebot3_robotis/turtlebot3_description/urdf/turtlebot3_burger_for_autorace.urdf
open_robotics,turtlebot,urdf_files_dataset,2,10,medium,compact,4555536,0.124,0.16,0.182,12.566372,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/oems/xacro_generated/turtlebot3_robotis/turtlebot3_description/urdf/turtlebot3_burger_for_autorace_2020.urdf
open_robotics,turtlebot,urdf_files_dataset,2,13,high,compact,8139760,0.246,0.288,0.132,12.566372,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/oems/xacro_generated/turtlebot3_robotis/turtlebot3_description/urdf/turtlebot3_waffle.urdf
open_robotics,turtlebot,urdf_files_dataset,2,13,high,compact,6207760,0.246,0.288,0.132,12.566372,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/oems/xacro_generated/turtlebot3_robotis/turtlebot3_description/urdf/turtlebot3_waffle_for_open_manipulator.urdf
open_robotics,turtlebot,urdf_files_dataset,2,11,high,compact,5999536,0.253,0.288,0.132,12.566372,0.0,"MIT (Daniella Tola, 2023)",1,urdf_files_dataset/urdf_files/oems/xacro_generated/turtlebot3_robotis/turtlebot3_description/urdf/turtlebot3_waffle_pi.urdf
